company_id,company,valuation,year_founded,date_joined,industry,city,country,continent,funding,investors,years_to_unicorn,latitude,longitude
10546,AppsFlyer,2000000000,2011-01-01,2020-01-21,Mobile & telecommunications,San Francisco,United States,North America,293000000,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital",9,37.7879363,-122.4075201
10547,Avant,2000000000,2012-01-01,2012-12-17,Artificial intelligence,Chicago,United States,North America,658000000,"RRE Ventures, Tiger Global, August Capital",0,41.8755616,-87.6244212
10548,Aviatrix,2000000000,2014-01-01,2021-09-08,Internet software & services,Santa Clara,United States,North America,341000000,"Ignition Partners, Formation 8, CRV",7,37.3541132,-121.955174
10549,BlaBlaCar,2000000000,2006-01-01,2015-09-16,Auto & transportation,Paris,France,Europe,449000000,"Accel Partners, Index Ventures, Insight Venture Partners",9,48.8534951,2.3483915
10550,Black Sesame Technologies,2000000000,2016-01-01,2021-09-22,Artificial intelligence,Shanghai,China,Asia,115000000,"Northern Light Venture Capital, Xiaomi, FutureX Capital",5,31.2312707,121.4700152
10551,Bunq,2000000000,2013-01-01,2021-06-18,Fintech,Amsterdam,Netherlands,Europe,281000000,Undisclosed,8,52.3730796,4.8924534
10552,Calm,2000000000,2012-01-01,2019-02-06,Consumer & retail,San Francisco,United States,North America,218000000,"Insight Venture Partners, TPG Growth, Sound Ventures",7,37.7879363,-122.4075201
10553,Chipper Cash,2000000000,2017-01-01,2021-05-31,Fintech,San Francisco,United States,North America,302000000,"Deciens Capital, Bezos Expeditions, 500 Startups",4,37.7879363,-122.4075201
10554,Clearco,2000000000,2015-01-01,2021-04-20,Fintech,Toronto,Canada,North America,433000000,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners",6,43.6534817,-79.3839347
10555,ClickHouse,2000000000,2021-01-01,2021-10-28,Data management & analytics,Portola Valley,United States,North America,300000000,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital",0,37.3736298,-122.219047
10556,Clip,2000000000,2012-01-01,2021-06-10,Fintech,Mexico City,Mexico,North America,381000000,"Alta Ventures Mexico, General Atlantic, SoftBank Group",9,19.3207722,-99.1514678
10557,Cloudinary,2000000000,2011-01-01,2022-02-15,Internet software & services,Santa Clara,United States,North America,100000000,"Blackstone, Bessemer Venture Partners",11,37.3541132,-121.955174
10558,Deliverr,2000000000,2017-01-01,2021-11-22,"Supply chain, logistics, & delivery",San Francisco,United States,North America,456000000,"8VC, Activant Capital, GLP Capital Partners",4,37.7879363,-122.4075201
10559,Divvy Homes,2000000000,2017-01-01,2021-08-13,Fintech,San Francisco,United States,North America,370000000,"Andreessen Horowitz, Caffeinated Capital, SciFi VC",4,37.7879363,-122.4075201
10560,Dremio,2000000000,2015-01-01,2021-01-06,Data management & analytics,Santa Clara,United States,North America,410000000,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners",6,37.3541132,-121.955174
10561,Druva,2000000000,2007-01-01,2019-06-20,Data management & analytics,Sunnyvale,United States,North America,475000000,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital",12,37.3688301,-122.036349
10562,Everlaw,2000000000,2010-01-01,2020-03-10,Internet software & services,Oakland,United States,North America,299000000,"K9 Ventures, Menlo Ventures, Andreessen Horowitz",10,37.8044557,-122.271356
10563,Exotec,2000000000,2015-01-01,2022-01-17,Hardware,Croix,France,Europe,450000000,"Breega Capital, Iris Capital, 360 Capital Partners",7,50.6802124,3.1564365
10564,Formlabs,2000000000,2011-01-01,2018-08-01,Hardware,Somerville,United States,North America,251000000,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group",7,42.3875968,-71.0994968
10565,Guoquan Shihui,2000000000,2017-01-01,2021-03-17,Consumer & retail,Shanghai,China,Asia,523000000,"Tiantu Capital, CMB International Capital, Vision Knight Capital",4,31.2312707,121.4700152
10566,Hive,2000000000,2013-01-01,2021-04-21,Artificial intelligence,San Francisco,United States,North America,121000000,"Tomales Bay Capital, Bain & Company, General Catalyst",8,37.7879363,-122.4075201
10567,HuiMin,2000000000,2013-01-01,2016-09-05,E-commerce & direct-to-consumer,Beijing,China,Asia,517000000,"Zheshang Venture Capital, GP Capital, Western Capital Management",3,40.190632,116.412144
10568,ISN,2000000000,2001-01-01,2020-12-17,"Supply chain, logistics, & delivery",Dallas,United States,North America,,Blackstone,19,32.7762719,-96.7968559
10569,Iterable,2000000000,2013-01-01,2021-06-15,Internet software & services,San Francisco,United States,North America,342000000,"CRV, Blue Cloud Ventures, Index Ventures",8,37.7879363,-122.4075201
10570,Kajabi,2000000000,2010-01-01,2021-05-04,Internet software & services,Irvine,United States,North America,550000000,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity",11,33.6856969,-117.825981
10571,Kaseya,2000000000,2000-01-01,2019-03-27,Cybersecurity,Miami,United States,North America,545000000,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund",19,25.7741566,-80.1935973
10572,Keep,2000000000,2014-01-01,2020-05-19,Mobile & telecommunications,Beijing,China,Asia,614000000,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital",6,40.190632,116.412144
10573,KRY,2000000000,2014-01-01,2021-04-27,Health,Stockholm,Sweden,Europe,569000000,"Index Ventures, Creandum, Accel",7,59.3251172,18.0710935
10574,Loggi,2000000000,2013-01-01,2019-06-05,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,507000000,"Qualcomm Ventures, SoftBank Group, Monashees+",6,-23.5506507,-46.6333824
10575,LTK,2000000000,2011-01-01,2021-11-22,Internet software & services,Dallas,United States,North America,315000000,"SoftBank Group, Maverick Capital",10,32.7762719,-96.7968559
10576,Lunar,2000000000,2015-01-01,2021-07-12,Fintech,Aarhus,Denmark,Europe,448000000,"SEED Capital, Greyhound Capital, Socii Capital",6,56.1496278,10.2134046
10577,Mafengwo,2000000000,2010-01-01,2019-05-23,Travel,Beijing,China,Asia,503000000,"Qiming Venture Partners, Capital Today, General Atlantic",9,40.190632,116.412144
10578,Magic Leap,2000000000,2010-01-01,2014-10-21,Hardware,Plantation,United States,North America,3000000000,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz",4,26.1275862,-80.2331036
10579,Misfits Market,2000000000,2018-01-01,2021-04-21,E-commerce & direct-to-consumer,Pennsauken,United States,North America,527000000,"Accel, D1 Capita Partners, Greenoaks Capital Management",3,39.9562238,-75.0579502
10580,Modern Treasury,2000000000,2018-01-01,2021-10-06,Fintech,San Francisco,United States,North America,183000000,"Benchmark, Altimeter Capital, Quiet Capital",3,37.7879363,-122.4075201
10581,MURAL,2000000000,2011-01-01,2021-07-20,Internet software & services,San Francisco,United States,North America,192000000,"Insight Partners, Tiger Global Management, Gradient Ventures",10,37.7879363,-122.4075201
10582,Mynt,2000000000,2015-01-01,2021-11-01,Fintech,Taguig City,Philippines,Asia,475000000,"Insight Partners, Warburg Pincus, Ayala Corporation",6,14.5270538,121.0744942
10583,Neo4j,2000000000,2007-01-01,2021-06-17,Data management & analytics,San Mateo,United States,North America,408000000,"Eight Roads Ventures, One Peak Partners, Creandum",14,37.496904,-122.3330573
10584,Netlify,2000000000,2014-01-01,2021-11-17,Internet software & services,San Francisco,United States,North America,202000000,"Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures",7,37.7879363,-122.4075201
10585,OCSiAl,2000000000,2012-01-01,2019-03-04,Other,Leudelange,Luxembourg,Europe,285000000,"A&NN, Rusnano",7,49.5660842,6.0673211
10586,Opay,2000000000,2018-01-01,2021-08-23,Fintech,Lagos,Nigeria,Africa,570000000,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China",3,6.4550575,3.3941795
10587,Pipe,2000000000,2019-01-01,2021-05-19,Fintech,Miami,United States,North America,566000000,"next47, MaC Venture Capital, FinVC",2,25.7741566,-80.1935973
10588,Preferred Networks,2000000000,2014-01-01,2018-05-17,Artificial intelligence,Tokyo,Japan,Asia,147000000,"Toyota Motor Corporation, Mizuho Financial Group, FANUC",4,35.6768601,139.7638947
10589,Quora,2000000000,2009-01-01,2017-04-21,Internet software & services,Mountain View,United States,North America,226000000,"Y Combinator, Matrix Partners, Benchmark",8,37.3893889,-122.0832101
10590,Redis Labs,2000000000,2011-01-01,2020-08-25,Data management & analytics,Mountain View,United States,North America,356000000,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures",9,37.3893889,-122.0832101
10591,SmartNews,2000000000,2012-01-01,2019-08-05,Mobile & telecommunications,Tokyo,Japan,Asia,410000000,"Japan Post Capital, Globis Capital Partners, Atomico",7,35.6768601,139.7638947
10592,Spring Health,2000000000,2016-01-01,2021-09-16,Health,New York,United States,North America,296000000,"Rethink Impact, Work-Bench, RRE Ventures",5,40.7127281,-74.0060152
10593,StarkWare,2000000000,2018-01-01,2021-11-17,Cybersecurity,Netanya,Israel,Asia,161000000,"Sequoia Capital, Paradigm, Pantera Capital",3,32.3073499,34.8628611
10594,SWORD Health,2000000000,2015-01-01,2021-11-22,Health,New York,United States,North America,296000000,"Khosla Ventures, Green Innovations, Founders Fund",6,40.7127281,-74.0060152
10595,Tier,2000000000,2018-01-01,2021-10-25,Travel,Berlin,Germany,Europe,587000000,"Northzone Ventures, White Star Capital, Novator Partners",3,52.5173885,13.3951309
10596,Trendy Group International,2000000000,1999-01-01,2012-02-13,Consumer & retail,Kowloon,Hong Kong,Asia,200000000,L Capital Partners,13,22.3049255,114.1616003
10597,Unqork,2000000000,2017-01-01,2020-10-06,Fintech,New York,United States,North America,365000000,"Blackrock, capitalG, World Lab Innovation",3,40.7127281,-74.0060152
10598,VerbIT,2000000000,2016-01-01,2021-06-08,Artificial intelligence,New York,United States,North America,432000000,"ClalTech, Vertex Ventures, Oryzn Capital",5,40.7127281,-74.0060152
10599,Virta Health,2000000000,2015-01-01,2020-12-02,Health,San Francisco,United States,North America,373000000,"Caffeinated Capital, Obvious Ventures, Venrock",5,37.7879363,-122.4075201
10600,Xinchao Media,2000000000,2007-01-01,2018-04-09,Internet software & services,Chengdu,China,Asia,768000000,"JD.com, Baidu, Vision Plus Capital",11,30.659867,104.063315
10601,Xingyun Group,2000000000,2015-01-01,2020-09-24,E-commerce & direct-to-consumer,Shenzhen,China,Asia,950000000,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings",5,22.5445741,114.0545429
10602,XtalPi,2000000000,2014-01-01,2021-08-11,Artificial intelligence,Shenzhen,China,Asia,786000000,"Tencent Holdings, 5Y Capital, Sequoia Capital China",7,22.5445741,114.0545429
10603,Zilch,2000000000,2018-01-01,2021-11-10,Fintech,London,United Kingdom,Europe,339000000,"Gauss Ventures, Ventura Capital, dmg ventures",3,51.5074456,-0.1277653
10604,56PINGTAI,1000000000,2013-01-01,2021-01-25,"Supply chain, logistics, & delivery",Shanghai,China,Asia,188000000,"QF Capital, QC Capital, Unicom Innovation Venture Capital",8,31.2312707,121.4700152
10605,Alzheon,1000000000,2013-01-01,2020-09-30,Health,Framingham,United States,North America,94000000,"ARCH Venture Partners, Ally Bridge Group",7,42.2773177,-71.4165905
10606,Aprogen,1000000000,2000-01-01,2019-05-31,Health,Seongnam-Si,South Korea,Asia,62000000,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical",19,37.4201556,127.1262092
10607,Axtria,1000000000,2009-01-01,2021-05-13,Data management & analytics,Berkeley Heights,United States,North America,206000000,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",12,40.6834349,-74.442653
10608,Cell C,1000000000,2000-01-01,2017-08-07,Mobile & telecommunications,Midrand,South Africa,Africa,547000000,"Blue Label Telecoms, Net1 UEPS Technologies",17,-25.999262,28.125912
10609,China Cloud,1000000000,2010-01-01,2018-06-11,Hardware,Wuxi,China,Asia,523000000,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management",8,31.5776626,120.2952752
10610,CredAvenue,1000000000,2017-01-01,2022-03-07,Fintech,Chennai,India,Asia,227000000,"Insight Partners, B Capital Group, Lightspeed Venture Partners",5,13.0836939,80.270186
10611,DeepBlue Technology,1000000000,2014-01-01,2018-04-16,Artificial intelligence,Shanghai,China,Asia,79000000,"DESUN Capital, Yunfeng Capital, Meridian Capital",4,31.2312707,121.4700152
10612,dMed Biopharmaceutical,1000000000,2016-01-01,2021-07-12,Health,Shanghai,China,Asia,214000000,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China",5,31.2312707,121.4700152
10613,Einride,1000000000,2016-01-01,2021-12-31,Auto & transportation,Stockholm,Sweden,Europe,151000000,"Temasek, BUILD Capital Partners, Northzone Ventures",5,59.3251172,18.0710935
10614,EQRx,1000000000,2020-01-01,2021-01-11,Health,Cambridge,United States,North America,700000000,"Nextech Invest, Casdin Capital, Google Ventures",1,52.2055314,0.1186637
10615,Everly Health,1000000000,2015-01-01,2020-12-03,E-commerce & direct-to-consumer,Austin,United States,North America,231000000,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures",5,30.2711286,-97.7436995
10616,Fair,1000000000,2016-01-01,2018-12-20,Auto & transportation,Santa Monica,United States,North America,2000000000,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group",2,34.0194704,-118.491227
10617,Flipboard,1000000000,2010-01-01,2015-07-22,Internet software & services,Palo Alto,United States,North America,211000000,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners",5,37.4443293,-122.1598465
10618,Globality,1000000000,2015-01-01,2019-01-22,Artificial intelligence,Menlo Park,United States,North America,310000000,SoftBank Group,4,37.4519671,-122.177992
10619,Hosjoy,1000000000,2009-01-01,2018-10-18,E-commerce & direct-to-consumer,Nanjing,China,Asia,139000000,"U.S.-China Green Fund, Founder H Fund, Richland Equities",9,32.0438284,118.7788631
10620,Huisuanzhang,1000000000,2015-01-01,2021-05-24,Fintech,Beijing,China,Asia,227000000,"IDG Capital, Gaocheng Capital, Chuanrong Capital",6,40.190632,116.412144
10621,HuJiang,1000000000,2001-01-01,2015-10-29,Edtech,Shanghai,China,Asia,223000000,"China Minsheng Investment, Baidu, Wanxin Media",14,31.2312707,121.4700152
10622,Hyperchain,1000000000,2016-01-01,2021-04-11,Fintech,Hangzhou,China,Asia,249000000,"Yinhong Equity Investment Fund, E Fund, Ideal International",5,30.2489634,120.2052342
10623,iTutorGroup,1000000000,1998-01-01,2015-11-18,Edtech,Shanghai,China,Asia,315000000,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital",17,31.2312707,121.4700152
10624,JimuBox,1000000000,2013-01-01,2015-04-21,Fintech,Beijing,China,Asia,131000000,"Matrix Partners China, Ventech China, Shunwei Capital Partners",2,40.190632,116.412144
10625,Juma Peisong,1000000000,2011-01-01,2018-11-26,"Supply chain, logistics, & delivery",Chengdu,China,Asia,281000000,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital",7,30.659867,104.063315
10626,Justworks,1000000000,2012-01-01,2020-01-28,Internet software & services,New York,United States,North America,143000000,"Index Ventures, Thrive Capital, Bain Capital Ventures",8,40.7127281,-74.0060152
10627,Keenon Robotics,1000000000,2010-01-01,2021-09-15,"Supply chain, logistics, & delivery",Shanghai,China,Asia,229000000,"Yunqi Partners, SoftBank Group, iVision Ventures",11,31.2312707,121.4700152
10628,Kuaigou Dache,1000000000,2014-01-01,2018-07-13,"Supply chain, logistics, & delivery",Tianjin,China,Asia,650000000,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds",4,39.0844897,117.1956724
10629,LifeMiles,1000000000,2011-01-01,2015-07-13,Other,Bogota,Colombia,South America,344000000,Advent International,4,4.6533817,-74.0836331
10630,LinkSure Network,1000000000,2013-01-01,2015-01-01,Mobile & telecommunications,Shanghai,China,Asia,52000000,N/A,2,31.2312707,121.4700152
10631,MobiKwik,1000000000,2009-01-01,2021-10-13,Fintech,Gurugram,India,Asia,249000000,"Sequoia Capital India, The Times Group, GMO VenturePartners",12,28.4646148,77.0299194
10632,Modernizing Medicine,1000000000,2010-01-01,2017-05-10,Health,Boca Raton,United States,North America,394000000,"Warburg Pincus, Summit Partners, Sands Capital",7,26.3586885,-80.0830984
10633,OVH,1000000000,1999-01-01,2016-08-15,Other,Roubaix,France,Europe,1000000000,"KKR, TowerBrook Capital Partners",17,50.6915893,3.1741734
10634,Phenom People,1000000000,2011-01-01,2021-04-07,Internet software & services,Ambler,United States,North America,163000000,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures",10,46.395412,11.146774
10635,Pipa Coding,1000000000,2017-01-01,2021-03-25,Edtech,Beijing,China,Asia,268000000,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management",4,40.190632,116.412144
10636,Qingting FM,1000000000,2011-01-01,2021-06-02,Internet software & services,Shanghai,China,Asia,164000000,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group",10,31.2312707,121.4700152
10637,Rad Power Bikes,1000000000,2007-01-01,2021-10-28,Auto & transportation,Seattle,United States,North America,329000000,"Durable Capital Partners, Cercano Management, T. Rowe Price",14,47.6038321,-122.330062
10638,Shukun Technology,1000000000,2017-01-01,2021-08-16,Artificial intelligence,Beijing,China,Asia,211000000,"Marathon Venture Partners, Huagai Capital, China Creation Ventures",4,40.190632,116.412144
10639,Shulan Health,1000000000,2015-01-01,2021-03-01,Health,Hangzhou,China,Asia,43000000,Qiming Venture Partners,6,30.2489634,120.2052342
10640,SITECH DEV,1000000000,2017-01-01,2019-05-16,Other,Guiyang,China,Asia,,China Prosperity Capital,2,26.6499922,106.6246178
10641,Snapdeal,1000000000,2008-01-01,2014-05-21,E-commerce & direct-to-consumer,New Delhi,India,Asia,2000000000,"SoftBankGroup, Blackrock, Alibaba Group",6,28.6138954,77.2090057
10642,SumUp,1000000000,2011-01-01,2019-07-16,Fintech,London,United Kingdom,Europe,1000000000,"American Express Ventures, Goldman Sachs, Bain Capital Credit",8,51.5074456,-0.1277653
10643,TalkingData,1000000000,2013-01-01,2021-01-06,Mobile & telecommunications,Beijing,China,Asia,310000000,"N5 Capital, CR Capital Mgmt, JD Digits",8,40.190632,116.412144
10644,TUNGEE,1000000000,2016-01-01,2021-12-15,Artificial intelligence,Guangzhou,China,Asia,171000000,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",5,23.1288454,113.2590064
10645,UISEE Technology,1000000000,2016-01-01,2021-01-25,"Supply chain, logistics, & delivery",Beijing,China,Asia,154000000,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures",5,40.190632,116.412144
10646,Valgen Medtech,1000000000,2015-01-01,2021-05-06,Health,Hangzhou,China,Asia,188000000,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners",6,30.2489634,120.2052342
10647,Vectra Networks,1000000000,2011-01-01,2021-04-29,Artificial intelligence,San Jose,United States,North America,352000000,"IA Ventures, Khosla Ventures, AME Cloud Ventures",10,37.3361663,-121.890591
10648,Venafi,1000000000,2000-01-01,2020-12-10,Cybersecurity,Salt Lake City,United States,North America,174000000,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",20,40.7596198,-111.886797
10649,Wacai,1000000000,2009-01-01,2018-07-18,Mobile & telecommunications,Hangzhou,China,Asia,369000000,"Qiming Venture Partners, China Broadband Capital, CDH Investments",9,30.2489634,120.2052342
10650,WeBull,1000000000,2016-01-01,2021-02-18,Fintech,Changsha,China,Asia,230000000,"Bojiang Capital, Hongdao Capital, Mobai Capital",5,28.1987538,112.9708685
10651,WTOIP,1000000000,2013-01-01,2018-04-08,Internet software & services,Guangzhou,China,Asia,307000000,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital",5,23.1288454,113.2590064
10652,Xiaobing,1000000000,2020-01-01,2021-07-12,Fintech,Beijing,China,Asia,,"NetEase Capital, Northern Light Venture Capital, Microsoft",1,40.190632,116.412144
10653,Xiaoe Tech,1000000000,2015-01-01,2021-06-15,Internet software & services,Shenzhen,China,Asia,149000000,"GGV Capital, Hillhouse Capital Management, IDG Capital",6,22.5445741,114.0545429
10654,Yiguo,1000000000,2005-01-01,2016-11-09,"Supply chain, logistics, & delivery",Shanghai,China,Asia,800000000,"Alibaba Group, KKR, Goldman Sachs",11,31.2312707,121.4700152
10655,Yimidida,1000000000,2015-01-01,2019-01-14,"Supply chain, logistics, & delivery",Shanghai,China,Asia,554000000,"Source Code Capital, Global Logistic Properties, K2VC",4,31.2312707,121.4700152
10656,Yipin Shengxian,1000000000,2017-01-01,2019-03-11,E-commerce & direct-to-consumer,Hefei,China,Asia,658000000,"Eastern Bell Capital, Capital Today, Longzhu Capital",2,31.8665676,117.281428
10657,Ynsect,1000000000,2011-01-01,2019-02-21,Other,Evry,France,Europe,393000000,"Astanor Ventures, Upfront Ventures, IDInvest Partners",8,48.6241665,2.4289667
10658,Hello TransTech,1000000000,2016-01-01,2018-06-01,Auto & transportation,Shanghai,China,Asia,2000000000,"Ant Financial Services Group, GGV Capital",2,31.2312707,121.4700152
10659,Miaoshou Doctor,1000000000,2015-01-01,2019-06-27,E-commerce & direct-to-consumer,Beijing,China,Asia,947000000,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",4,40.190632,116.412144
10660,ECARX,1000000000,2016-01-01,2020-10-26,Auto & transportation,Wuhan,China,Asia,394000000,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund",4,30.5951051,114.2999353
10661,Eat Just,1000000000,2011-01-01,2017-11-30,Consumer & retail,San Francisco,United States,North America,440000000,"Khosla Ventures, Horizons Ventures, Founders Fund",6,37.7879363,-122.4075201
10662,Trumid,1000000000,2014-01-01,2020-07-15,Fintech,New York,United States,North America,660000000,"T. Rowe Price, Dragoneer Investment Group, BlackRock",6,40.7127281,-74.0060152
10663,Qualia,1000000000,2015-01-01,2020-12-21,Fintech,San Francisco,United States,North America,160000000,"8VC, Menlo Ventures, Tiger Global Management",5,37.7879363,-122.4075201
10664,Beisen,1000000000,2002-01-01,2021-05-11,Internet software & services,Beijing,China,Asia,388000000,"Matrix Partners China, Sequoia Capital China, Genesis Capital",19,40.190632,116.412144
10665,Earnix,1000000000,2001-01-01,2021-02-21,Fintech,Giv'atayim,Israel,Asia,98000000,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners",20,32.065552,34.811534
10666,Kujiale,1000000000,2011-01-01,2019-10-25,Internet software & services,Hangzhou,China,Asia,235000000,"GGV Capital, IDG Capital, Linear Venture",8,30.2489634,120.2052342
10667,Orca Security,1000000000,2019-01-01,2021-03-23,Cybersecurity,Portland,United States,North America,632000000,"YL Ventures, Redpoint Ventures, GGV Capital",2,45.5202471,-122.674194
10668,Apus Group,1000000000,2014-01-01,2015-01-16,Mobile & telecommunications,Beijing,China,Asia,116000000,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital",1,40.190632,116.412144
10669,Forte Labs,1000000000,2018-01-01,2021-05-12,Fintech,San Francisco,United States,North America,910000000,"Iris Capital, Accel, Elaia Partners",3,37.7879363,-122.4075201
10670,CureFit,1000000000,2016-01-01,2021-11-10,Health,Bengaluru,India,Asia,665000000,"Chiratae Ventures, Accel, Kalaari Capital",5,12.9767936,77.590082
10671,DT Dream,1000000000,2015-01-01,2017-06-08,Data management & analytics,Hangzhou,China,Asia,267000000,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital",2,30.2489634,120.2052342
10672,fabric,1000000000,2017-01-01,2022-02-24,E-commerce & direct-to-consumer,Bellevue,United States,North America,294000000,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",5,47.6144219,-122.192337
10673,JOLLY Information Technology,1000000000,2008-01-01,2018-05-29,E-commerce & direct-to-consumer,Hangzhou,China,Asia,96000000,"Legend Capital, CDH Investments, Sequoia Capital China",10,30.2489634,120.2052342
10674,K Health,1000000000,2016-01-01,2021-01-19,Health,New York,United States,North America,271000000,"Max Ventures, Mangrove Capital Partners, 14W",5,40.7127281,-74.0060152
10675,Mofang Living,1000000000,2009-01-01,2016-04-13,E-commerce & direct-to-consumer,Shanghai,China,Asia,650000000,"Warburg Pincus, Aviation Industry Corporation of China",7,31.2312707,121.4700152
10676,Spendesk,1000000000,2015-01-01,2022-01-18,Fintech,Paris,France,Europe,314000000,"Index Ventures, Eight Roads Ventures, General Atlantic",7,48.8534951,2.3483915
10677,TaxBit,1000000000,2018-01-01,2021-08-04,Fintech,Draper,United States,North America,236000000,"Insight Partners, Coinbase Ventures, PayPal Ventures",3,40.5247777,-111.8627989
10678,XiaoZhu,1000000000,2012-01-01,2017-11-01,Travel,Beijing,China,Asia,572000000,"Morningside Ventures, Capital Today, JOY Capital",5,40.190632,116.412144
10679,Yijiupi,1000000000,2014-01-01,2018-09-20,Consumer & retail,Beijing,China,Asia,511000000,"Source Code Capital, Meituan Dianping, Tencent Holdings",4,40.190632,116.412144
10680,YunQuNa,1000000000,2015-01-01,2021-06-29,"Supply chain, logistics, & delivery",Shanghai,China,Asia,207000000,"Source Code Capital, Coatue Management, DCM Ventures",6,31.2312707,121.4700152
10681,Bordrin Motors,1000000000,2016-01-01,2019-06-03,Auto & transportation,Shanghai,China,Asia,362000000,"China Grand Prosperity Investment, CSC Group",3,31.2312707,121.4700152
10682,Aleo,1000000000,2019-01-01,2022-02-07,Cybersecurity,San Francisco,United States,North America,228000000,"Slow Ventures, Andreessen Horowitz, SoftBank Group",3,37.7879363,-122.4075201
10683,Coocaa,1000000000,2006-01-01,2018-03-16,Hardware,Shenzhen,China,Asia,218000000,"Baidu, Tencent Holdings",12,22.5445741,114.0545429
10684,Gymshark,1000000000,2012-01-01,2020-08-14,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,262000000,General Atlantic,8,52.4130189,-1.7768935
10685,M1 Finance,1000000000,2015-01-01,2021-07-14,Fintech,Chicago,United States,North America,323000000,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",6,41.8755616,-87.6244212
10686,Ouyeel,1000000000,2015-01-01,2019-06-27,Internet software & services,Shanghai,China,Asia,432000000,Taigang Venture Capital,4,31.2312707,121.4700152
10687,SonderMind,1000000000,2014-01-01,2021-07-28,Health,Denver,United States,North America,183000000,"Kickstart Fund, General Catalyst, Drive Capital",7,39.7392364,-104.984862
10688,Astranis Space Technologies,1000000000,2015-01-01,2021-04-14,Mobile & telecommunications,San Francisco,United States,North America,303000000,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund",6,37.7879363,-122.4075201
10689,Away,1000000000,2015-01-01,2019-05-15,E-commerce & direct-to-consumer,New York,United States,North America,181000000,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",4,40.7127281,-74.0060152
10690,Cabify,1000000000,2011-01-01,2018-01-22,Auto & transportation,Madrid,Spain,Europe,407000000,"Seaya Ventures, Otter Rock Capital, Rakuten",7,40.416782,-3.703507
10691,Clarify Health,1000000000,2015-01-01,2022-04-05,Health,San Francisco,United States,North America,328000000,"KKR, Aspenwood Ventures, Spark Capital",7,37.7879363,-122.4075201
10692,Coda,1000000000,2014-01-01,2021-07-08,Internet software & services,Mountain View,United States,North America,240000000,"Greylock Partners, General Catalyst, Khosla Ventures",7,37.3893889,-122.0832101
10693,Deezer,1000000000,2007-01-01,2018-08-02,Internet software & services,Paris,France,Europe,532000000,"Orange Digital Ventures, Access Industries",11,48.8534951,2.3483915
10694,Degreed,1000000000,2012-01-01,2021-04-13,Edtech,Pleasanton,United States,North America,318000000,"Signal Peak Ventures, Owl Ventures, Jump Capital",9,37.6624312,-121.8746789
10695,Deliverect,1000000000,2018-01-01,2022-01-24,Fintech,Ghent,Belgium,Europe,237000000,"Newion Partners, SmartFin Capital, OMERS Ventures",4,51.0538286,3.7250121
10696,Envoy,1000000000,2013-01-01,2022-01-11,Internet software & services,San Francisco,United States,North America,170000000,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",9,37.7879363,-122.4075201
